"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","50","2","80.009560","0","50"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","12","12","1","16.163889","0","12"
"/Interchange/gltf/M_Sheen.M_Sheen","0","262","272","6","766.605652","0","272"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","262","272","6","748.254700","0","272"
"/Interchange/gltf/M_Default.M_Default","0","262","272","6","954.727783","0","272"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","15","16","1","21.245190","0","16"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","100","100","1","1127.629639","0","100"
"/Landmass/Landscape/BlueprintBrushes/Materials/Sprite/M_BrushSprite_01.M_BrushSprite_01","0","17","19","1","29.384686","0","19"
"/Game/PN_Pandanus/Materials/MA_Pandanus.MA_Pandanus","0","420","440","5","1005.255127","0","440"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","56","60","2","112.682983","0","60"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","262","272","6","883.026123","0","272"
"/Interchange/gltf/M_Transmission.M_Transmission","0","96","96","2","1398.432251","0","96"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","10","11","1","17.335308","0","11"
"/ControlRig/M_Manip.M_Manip","0","10","11","1","11.637281","0","11"
"/Game/Island/Assets/rippled_sand_dune_vd3mbbus_2k/Sand.Sand","0","67","23","1","105.132881","23","157"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","27","27","1","25.059511","0","27"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","117","117","1","171.812088","0","117"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","127","127","1","200.309189","0","127"
"/Interchange/gltf/M_Unlit.M_Unlit","0","118","128","6","163.853516","0","128"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","31","1","48.840225","0","31"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","4.146187","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","2.561333","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","45","45","1","51.753605","0","45"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","6.495309","0","4"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","62","1","131.314545","0","62"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","88","1","172.074753","0","88"
"/Game/PN_Pandanus/Materials/MA_PandanusProps.MA_PandanusProps","0","84","88","1","137.993958","0","88"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","0","5","5","1","77.853661","0","5"
"/Game/PN_Pandanus/Materials/PN_TropicalTreePlant.PN_TropicalTreePlant","0","84","88","1","0.000000","0","88"
"/Game/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","0","14","14","1","25.437193","0","14"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1010","0","1","0.000000","0","0"
"Globals","49","6392","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","4.592828","0","4"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","9.714566","0","8"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","18","20","1","24.674074","0","20"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","29","31","1","30.973738","0","31"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","4.348872","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","3.002879","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","5.577367","0","8"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","6.416127","0","7"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","3.975128","0","4"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","71","71","1","98.537224","0","71"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","14","14","1","9.977333","0","14"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","15","17","1","44.804790","0","17"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","2.483884","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","26","1","53.375473","0","26"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","18.298244","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","2.348481","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","2.416932","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","26","26","1","50.907585","0","26"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","96","96","1","223.273407","0","96"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","7.709918","0","11"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","4","1","2.844539","0","4"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","31.885681","0","28"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","64","64","1","186.666916","0","64"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","64","64","1","180.327026","0","64"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","64","64","1","175.720444","0","64"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","6.990582","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","4.963562","0","4"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","45.998638","2","66"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","6.334883","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","54","2","48.502556","0","54"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","9.756948","0","11"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","6.634273","0","11"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","33","1","35.394119","0","33"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","2.628980","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","1.896772","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","27","27","1","21.991823","0","27"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","117","117","1","109.093330","0","117"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","127","1","119.732506","0","127"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1308","1333","1","1344.332397","0","0"
"/Game/PN_Pandanus/Materials/MA_PandanusProps.MA_PandanusProps","49","88","92","1","90.797142","0","92"
"/Game/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","49","14","14","1","15.676021","0","14"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","12","12","1","11.017326","0","12"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","100","100","1","295.651611","0","100"
"/Landmass/Landscape/BlueprintBrushes/Materials/Sprite/M_BrushSprite_01.M_BrushSprite_01","49","19","21","1","18.960968","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","61","61","1","48.264969","0","61"
"/Game/Island/Assets/rippled_sand_dune_vd3mbbus_2k/Sand.Sand","49","23","67","1","64.406082","67","113"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","3.927417","0","4"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","56","60","2","70.278214","0","60"
"/Interchange/gltf/M_Unlit.M_Unlit","49","126","136","6","98.226547","0","136"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","66","1","69.652122","0","66"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","92","1","93.508018","0","92"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","49","5","5","1","5.110648","0","5"
"/Game/PN_Pandanus/Materials/MA_Pandanus.MA_Pandanus","49","440","460","5","559.433777","0","460"
"/Game/PN_Pandanus/Materials/PN_TropicalTreePlant.PN_TropicalTreePlant","49","88","92","1","0.000000","0","92"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","270","280","6","315.355133","0","280"
"/Interchange/gltf/M_Transmission.M_Transmission","49","96","96","2","376.031616","0","96"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","270","280","6","312.541443","0","280"
"/Interchange/gltf/M_Sheen.M_Sheen","49","270","280","6","302.173370","0","280"
"/Interchange/gltf/M_Default.M_Default","49","270","280","6","329.709778","0","280"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","49","15","16","1","14.787946","0","16"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","49","715","785","5","1827.210449","0","785"
